set_slug,name,variant,condition,rarity,price_market,set_name_map
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.18,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blue-Eyes Abyss Dragon (UR),1st Edition,Moderately Played,Ultra Rare,0.01,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lonefire Blossom (UR),1st Edition,Lightly Played,Ultra Rare,0.18,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul (UR),1st Edition,Lightly Played,Ultra Rare,0.13,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Alpha, the Master of Beasts (UR)",1st Edition,Near Mint,Ultra Rare,0.17,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Striker Dragon,1st Edition,Moderately Played,Super Rare,0.05,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Summon Limit (UR),1st Edition,Lightly Played,Ultra Rare,0.14,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Reasoning,1st Edition,Damaged,Super Rare,0.02,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Downerd Magician,1st Edition,Lightly Played,Super Rare,0.18,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind (Secret Rare),1st Edition,Damaged,Secret Rare,0.09,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (Secret Rare),1st Edition,Near Mint,Secret Rare,0.17,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Summon Limit,1st Edition,Lightly Played,Super Rare,0.09,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief (UR),1st Edition,Damaged,Ultra Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax (UR),1st Edition,Lightly Played,Ultra Rare,0.14,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Afterglow Dragon,1st Edition,Lightly Played,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon (UR),1st Edition,Lightly Played,Ultra Rare,0.12,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Cherubini, Ebon Angel of the Burning Abyss",1st Edition,Lightly Played,Super Rare,0.09,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax,1st Edition,Lightly Played,Super Rare,0.12,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (UR),1st Edition,Near Mint,Ultra Rare,0.12,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Inspector Boarder (UR),1st Edition,Lightly Played,Ultra Rare,0.11,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul (UR),1st Edition,Near Mint,Ultra Rare,0.15,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul,1st Edition,Moderately Played,Super Rare,0.05,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Shaddoll Schism (UR),1st Edition,Moderately Played,Ultra Rare,0.01,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Time Thief Redoer,1st Edition,Near Mint,Super Rare,0.13,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Downerd Magician (UR),1st Edition,Near Mint,Ultra Rare,0.14,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon,1st Edition,Lightly Played,Super Rare,0.11,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Cyber Angel Benten,1st Edition,Lightly Played,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden",1st Edition,Moderately Played,Super Rare,0.14,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Alternate Art),1st Edition,Lightly Played,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Cherubini, Ebon Angel of the Burning Abyss (UR)",1st Edition,Lightly Played,Ultra Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler,1st Edition,Lightly Played,Super Rare,0.03,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord,1st Edition,Moderately Played,Super Rare,0.01,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief,1st Edition,Damaged,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ice Barrier,1st Edition,Lightly Played,Super Rare,0.07,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna,1st Edition,Lightly Played,Super Rare,0.04,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment (UR),1st Edition,Moderately Played,Ultra Rare,0.02,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Number 100: Numeron Dragon,1st Edition,Damaged,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Alpha, the Master of Beasts",1st Edition,Near Mint,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna (UR),1st Edition,Lightly Played,Ultra Rare,0.07,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Tri-Brigade Revolt,1st Edition,Lightly Played,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Junk Speeder (UR),1st Edition,Near Mint,Ultra Rare,0.1,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Spellbook of Judgment,1st Edition,Damaged,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind,1st Edition,Lightly Played,Super Rare,0.06,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler (UR),1st Edition,Lightly Played,Ultra Rare,0.04,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Shaddoll Schism,1st Edition,Near Mint,Super Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Tri-Brigade Revolt (UR),1st Edition,Lightly Played,Ultra Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul,1st Edition,Lightly Played,Super Rare,0.07,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Cyber Angel Benten (UR),1st Edition,Lightly Played,Ultra Rare,0.07,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind (UR),1st Edition,Lightly Played,Ultra Rare,0.06,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Junk Speeder,1st Edition,Lightly Played,Super Rare,0.07,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted,1st Edition,Heavily Played,Super Rare,0.01,25th Anniversary Rarity Collection
duel-devastator-yugioh,Duel Devastator Box,Normal,Sealed,,74.79,Duel Devastator
duel-devastator-yugioh,Super Polymerization,1st Edition,Damaged,Ultra Rare,1.0,Duel Devastator
duel-devastator-yugioh,Ash Blossom & Joyous Spring,1st Edition,Heavily Played,Ultra Rare,0.79,Duel Devastator
duel-devastator-yugioh,Called by the Grave,1st Edition,Heavily Played,Ultra Rare,0.69,Duel Devastator
duel-devastator-yugioh,Saryuja Skull Dread,1st Edition,Heavily Played,Ultra Rare,0.92,Duel Devastator
duel-devastator-yugioh,Effect Veiler,1st Edition,Heavily Played,Ultra Rare,0.5,Duel Devastator
duel-devastator-yugioh,Ghost Belle & Haunted Mansion,1st Edition,Heavily Played,Ultra Rare,0.59,Duel Devastator
duel-devastator-yugioh,"Gameciel, the Sea Turtle Kaiju",1st Edition,Heavily Played,Ultra Rare,1.08,Duel Devastator
duel-devastator-yugioh,D.D. Crow,1st Edition,Damaged,Ultra Rare,0.15,Duel Devastator
duel-devastator-yugioh,Dimensional Barrier,1st Edition,Damaged,Ultra Rare,0.35,Duel Devastator
duel-devastator-yugioh,Royal Decree,1st Edition,Heavily Played,Ultra Rare,0.55,Duel Devastator
duel-devastator-yugioh,Artifact Lancea,1st Edition,Heavily Played,Ultra Rare,0.47,Duel Devastator
duel-devastator-yugioh,Vanity's Fiend,1st Edition,Heavily Played,Ultra Rare,0.13,Duel Devastator
duel-devastator-yugioh,Denko Sekka,1st Edition,Lightly Played,Ultra Rare,0.18,Duel Devastator
duel-devastator-yugioh,Ghost Ogre & Snow Rabbit,1st Edition,Heavily Played,Ultra Rare,0.25,Duel Devastator
duel-devastator-yugioh,Decode Talker,1st Edition,Moderately Played,Ultra Rare,0.05,Duel Devastator
duel-devastator-yugioh,Number 101: Silent Honor ARK,1st Edition,Heavily Played,Ultra Rare,0.3,Duel Devastator
duel-devastator-yugioh,Ally of Justice Catastor,1st Edition,Damaged,Ultra Rare,0.28,Duel Devastator
duel-devastator-yugioh,Typhoon,1st Edition,Damaged,Ultra Rare,0.1,Duel Devastator
duel-devastator-yugioh,Solemn Strike,1st Edition,Heavily Played,Ultra Rare,0.26,Duel Devastator
duel-devastator-yugioh,Lost Wind,1st Edition,Damaged,Ultra Rare,0.09,Duel Devastator
duel-devastator-yugioh,There Can Be Only One,1st Edition,Damaged,Ultra Rare,0.28,Duel Devastator
duel-devastator-yugioh,"Brionac, Dragon of the Ice Barrier",1st Edition,Lightly Played,Ultra Rare,0.47,Duel Devastator
duel-devastator-yugioh,Black Rose Dragon,1st Edition,Moderately Played,Ultra Rare,0.49,Duel Devastator
duel-devastator-yugioh,Different Dimension Ground,1st Edition,Damaged,Ultra Rare,0.25,Duel Devastator
duel-devastator-yugioh,Dinowrestler Pankratops,1st Edition,Heavily Played,Ultra Rare,0.25,Duel Devastator
duel-devastator-yugioh,Book of Eclipse,1st Edition,Moderately Played,Ultra Rare,0.14,Duel Devastator
duel-devastator-yugioh,Ghost Sister & Spooky Dogwood,1st Edition,Moderately Played,Ultra Rare,0.23,Duel Devastator
duel-devastator-yugioh,Scarlight Red Dragon Archfiend,1st Edition,Heavily Played,Ultra Rare,0.38,Duel Devastator
duel-devastator-yugioh,Cosmic Cyclone,1st Edition,Damaged,Ultra Rare,0.25,Duel Devastator
duel-devastator-yugioh,Stardust Spark Dragon,1st Edition,Heavily Played,Ultra Rare,0.25,Duel Devastator
duel-devastator-yugioh,Vermillion Dragon Mech,1st Edition,Moderately Played,Ultra Rare,0.21,Duel Devastator
duel-devastator-yugioh,Red Blossoms from Underroot,1st Edition,Moderately Played,Ultra Rare,0.27,Duel Devastator
duel-devastator-yugioh,Majesty's Fiend,1st Edition,Damaged,Ultra Rare,0.06,Duel Devastator
duel-devastator-yugioh,Spell Canceller,1st Edition,Heavily Played,Ultra Rare,0.14,Duel Devastator
duel-devastator-yugioh,Wave-Motion Cannon,1st Edition,Damaged,Ultra Rare,0.18,Duel Devastator
duel-devastator-yugioh,"Trishula, Dragon of the Ice Barrier",1st Edition,Damaged,Ultra Rare,0.01,Duel Devastator
duel-devastator-yugioh,Red Reboot,1st Edition,Damaged,Ultra Rare,0.1,Duel Devastator
duel-devastator-yugioh,Wiretap,1st Edition,Heavily Played,Ultra Rare,0.17,Duel Devastator
duel-devastator-yugioh,Mind Control,1st Edition,Heavily Played,Ultra Rare,0.15,Duel Devastator
duel-devastator-yugioh,Abyss Dweller,1st Edition,Moderately Played,Ultra Rare,0.1,Duel Devastator
duel-devastator-yugioh,Tornado Dragon,1st Edition,Heavily Played,Ultra Rare,0.1,Duel Devastator
duel-devastator-yugioh,Topologic Bomber Dragon,1st Edition,Moderately Played,Ultra Rare,0.17,Duel Devastator
duel-devastator-yugioh,Clear Wing Fast Dragon,1st Edition,Moderately Played,Ultra Rare,0.15,Duel Devastator
duel-devastator-yugioh,Anti-Spell Fragrance,1st Edition,Moderately Played,Ultra Rare,0.08,Duel Devastator
duel-devastator-yugioh,Heavy Storm Duster,1st Edition,Lightly Played,Ultra Rare,0.19,Duel Devastator
duel-devastator-yugioh,LANphorhynchus,1st Edition,Lightly Played,Ultra Rare,0.11,Duel Devastator
duel-devastator-yugioh,Silent Graveyard,1st Edition,Lightly Played,Ultra Rare,0.16,Duel Devastator
duel-devastator-yugioh,Forbidden Apocrypha,1st Edition,Moderately Played,Ultra Rare,0.05,Duel Devastator
duel-devastator-yugioh,Ghost Reaper & Winter Cherries,1st Edition,Moderately Played,Ultra Rare,0.19,Duel Devastator
duel-devastator-yugioh,"Castel, the Skyblaster Musketeer",1st Edition,Near Mint,Ultra Rare,0.16,Duel Devastator
duel-devastator-yugioh,Metaphys Horus,1st Edition,Lightly Played,Ultra Rare,0.12,Duel Devastator
duel-devastator-yugioh,Inspector Boarder,1st Edition,Moderately Played,Ultra Rare,0.08,Duel Devastator
duel-devastator-yugioh,Underclock Taker,1st Edition,Heavily Played,Ultra Rare,0.05,Duel Devastator
duel-devastator-yugioh,Decode Talker Extended,1st Edition,Moderately Played,Ultra Rare,0.03,Duel Devastator
duel-devastator-yugioh,"Gaia Saber, the Lightning Shadow",1st Edition,Moderately Played,Ultra Rare,0.05,Duel Devastator
duel-devastator-yugioh,Gate Blocker,1st Edition,Lightly Played,Ultra Rare,0.03,Duel Devastator
duel-power-yugioh,Duel Power Box Set,Normal,Sealed,,79.73,Duel Power
duel-power-yugioh,Bond Between Teacher and Student,Unlimited,Damaged,Ultra Rare,0.4,Duel Power
duel-power-yugioh,Platinum Gadget,Unlimited,Moderately Played,Ultra Rare,3.0,Duel Power
duel-power-yugioh,Duel Power Booster Pack,Normal,Sealed,,14.96,Duel Power
duel-power-yugioh,Dark Cavalry,1st Edition,Heavily Played,Ultra Rare,6.99,Duel Power
duel-power-yugioh,Infinite Impermanence,1st Edition,Heavily Played,Ultra Rare,3.99,Duel Power
duel-power-yugioh,Gouki Cage Match,1st Edition,Moderately Played,Ultra Rare,0.25,Duel Power
duel-power-yugioh,Card of Demise,1st Edition,Heavily Played,Ultra Rare,0.85,Duel Power
duel-power-yugioh,The Winged Dragon of Ra - Immortal Phoenix,1st Edition,Moderately Played,Ultra Rare,1.8,Duel Power
duel-power-yugioh,Duel Power Promo Pack,Normal,Sealed,,4.15,Duel Power
duel-power-yugioh,Nekroz of Brionac,Unlimited,Moderately Played,Ultra Rare,0.83,Duel Power
duel-power-yugioh,Elemental HERO Grandmerge,1st Edition,Damaged,Ultra Rare,0.5,Duel Power
duel-power-yugioh,Ash Blossom & Joyous Spring,1st Edition,Heavily Played,Ultra Rare,2.75,Duel Power
duel-power-yugioh,Magician of Chaos,Unlimited,Moderately Played,Ultra Rare,1.27,Duel Power
duel-power-yugioh,Quintet Magician,Unlimited,Moderately Played,Ultra Rare,1.0,Duel Power
duel-power-yugioh,Toon Dark Magician Girl,1st Edition,Heavily Played,Ultra Rare,1.75,Duel Power
duel-power-yugioh,Dark Magic Twin Burst,1st Edition,Heavily Played,Ultra Rare,0.91,Duel Power
duel-power-yugioh,Aromaseraphy Jasmine,1st Edition,Damaged,Ultra Rare,1.5,Duel Power
duel-power-yugioh,Number 39: Utopia Double,Unlimited,Moderately Played,Ultra Rare,1.0,Duel Power
duel-power-yugioh,Blue-Eyes Chaos MAX Dragon,1st Edition,Damaged,Ultra Rare,1.25,Duel Power
duel-power-yugioh,Linkuriboh,Unlimited,Damaged,Ultra Rare,0.39,Duel Power
duel-power-yugioh,The Winged Dragon of Ra - Sphere Mode,1st Edition,Heavily Played,Ultra Rare,0.5,Duel Power
duel-power-yugioh,Predaplant Spider Orchid,1st Edition,Near Mint,Ultra Rare,0.28,Duel Power
duel-power-yugioh,Hot Red Dragon Archfiend Abyss,1st Edition,Damaged,Ultra Rare,0.56,Duel Power
duel-power-yugioh,Ghost Ogre & Snow Rabbit,Unlimited,Damaged,Ultra Rare,0.3,Duel Power
duel-power-yugioh,Aromage Jasmine,1st Edition,Heavily Played,Ultra Rare,1.08,Duel Power
duel-power-yugioh,Cyber Dragon Nachster,Unlimited,Near Mint,Ultra Rare,0.81,Duel Power
duel-power-yugioh,Qliphort Genius,1st Edition,Lightly Played,Ultra Rare,0.36,Duel Power
duel-power-yugioh,Eternal Soul,Unlimited,Near Mint,Ultra Rare,0.53,Duel Power
duel-power-yugioh,Evenly Matched,1st Edition,Damaged,Ultra Rare,0.69,Duel Power
duel-power-yugioh,Stardust Dragon,Limited,Heavily Played,Ultra Rare,0.5,Duel Power
duel-power-yugioh,Ghost Belle & Haunted Mansion,1st Edition,Heavily Played,Ultra Rare,0.59,Duel Power
duel-power-yugioh,Dark Magician,Limited,Heavily Played,Ultra Rare,0.85,Duel Power
duel-power-yugioh,Crystal Wing Synchro Dragon,Unlimited,Lightly Played,Ultra Rare,0.7,Duel Power
duel-power-yugioh,Divine Serpent Geh,1st Edition,Heavily Played,Ultra Rare,0.2,Duel Power
duel-power-yugioh,Zaborg the Mega Monarch,1st Edition,Damaged,Ultra Rare,0.38,Duel Power
duel-power-yugioh,Odd-Eyes Advance Dragon,Unlimited,Heavily Played,Ultra Rare,0.37,Duel Power
duel-power-yugioh,Photon Advancer,Unlimited,Near Mint,Ultra Rare,0.62,Duel Power
duel-power-yugioh,Super Quantal Mech King Great Magnus,1st Edition,Heavily Played,Ultra Rare,0.2,Duel Power
duel-power-yugioh,Trickstar Magical Laurel,1st Edition,Damaged,Ultra Rare,0.36,Duel Power
duel-power-yugioh,Star Seraph Scepter,1st Edition,Lightly Played,Ultra Rare,0.04,Duel Power
duel-power-yugioh,Nekroz of Valkyrus,Unlimited,Lightly Played,Ultra Rare,0.68,Duel Power
duel-power-yugioh,Elemental HERO Neos,Limited,Damaged,Ultra Rare,0.21,Duel Power
duel-power-yugioh,Trickstar Foxglove Witch,1st Edition,Lightly Played,Ultra Rare,0.71,Duel Power
duel-power-yugioh,Galaxy Soldier,Unlimited,Lightly Played,Ultra Rare,0.59,Duel Power
duel-power-yugioh,Nekroz of Unicore,Unlimited,Moderately Played,Ultra Rare,0.23,Duel Power
duel-power-yugioh,Beat Cop from the Underworld,Unlimited,Lightly Played,Ultra Rare,0.15,Duel Power
duel-power-yugioh,Dark Magical Circle,1st Edition,Damaged,Ultra Rare,0.45,Duel Power
duel-power-yugioh,Aromage Rosemary,1st Edition,Heavily Played,Ultra Rare,0.25,Duel Power
duel-power-yugioh,Chaos Form,Unlimited,Damaged,Ultra Rare,0.34,Duel Power
duel-power-yugioh,Naturia Beast,1st Edition,Moderately Played,Ultra Rare,0.48,Duel Power
duel-power-yugioh,Predaplant Dragostapelia,Unlimited,Lightly Played,Ultra Rare,0.33,Duel Power
duel-power-yugioh,Booster Dragon,Unlimited,Near Mint,Ultra Rare,0.1,Duel Power
duel-power-yugioh,Trickstar Holly Angel,1st Edition,Lightly Played,Ultra Rare,0.31,Duel Power
duel-power-yugioh,Miracle Fusion,1st Edition,Damaged,Ultra Rare,0.2,Duel Power
duel-power-yugioh,Borreload Dragon,1st Edition,Damaged,Ultra Rare,0.3,Duel Power
duel-power-yugioh,Hot Red Dragon Archfiend King Calamity,1st Edition,Near Mint,Ultra Rare,0.26,Duel Power
duel-power-yugioh,Draw of Fate,Unlimited,Near Mint,Ultra Rare,0.13,Duel Power
duel-power-yugioh,"Crowley, the First Propheseer",Unlimited,Lightly Played,Ultra Rare,0.35,Duel Power
duel-power-yugioh,Ghost Reaper & Winter Cherries,1st Edition,Moderately Played,Ultra Rare,0.25,Duel Power
duel-power-yugioh,Nekroz of Trishula,1st Edition,Moderately Played,Ultra Rare,0.28,Duel Power
duel-power-yugioh,Security Dragon,1st Edition,Damaged,Ultra Rare,0.2,Duel Power
duel-power-yugioh,Vision HERO Vyon,1st Edition,Damaged,Ultra Rare,0.24,Duel Power
duel-power-yugioh,Nekroz of Clausolas,Unlimited,Moderately Played,Ultra Rare,0.19,Duel Power
duel-power-yugioh,Galaxy-Eyes Full Armor Photon Dragon,1st Edition,Heavily Played,Ultra Rare,0.05,Duel Power
duel-power-yugioh,Magic Gate of Miracles,Unlimited,Moderately Played,Ultra Rare,0.16,Duel Power
duel-power-yugioh,High Priestess of Prophecy,1st Edition,Damaged,Ultra Rare,0.1,Duel Power
duel-power-yugioh,Gouki Jet Ogre,1st Edition,Damaged,Ultra Rare,0.14,Duel Power
duel-power-yugioh,Hieratic Seal of the Heavenly Spheres,1st Edition,Damaged,Ultra Rare,0.4,Duel Power
duel-power-yugioh,Double or Nothing!,1st Edition,Heavily Played,Ultra Rare,0.25,Duel Power
duel-power-yugioh,El Shaddoll Fusion,1st Edition,Heavily Played,Ultra Rare,0.02,Duel Power
duel-power-yugioh,Link Disciple,1st Edition,Lightly Played,Ultra Rare,0.16,Duel Power
duel-power-yugioh,Utopic Onomatopoeia,1st Edition,Near Mint,Ultra Rare,0.25,Duel Power
duel-power-yugioh,Number 39: Utopia,Limited,Lightly Played,Ultra Rare,0.19,Duel Power
duel-power-yugioh,Ancient Gear Golem - Ultimate Pound,1st Edition,Heavily Played,Ultra Rare,0.1,Duel Power
duel-power-yugioh,Frightfur Patchwork,1st Edition,Moderately Played,Ultra Rare,0.28,Duel Power
duel-power-yugioh,Mark of the Rose,1st Edition,Near Mint,Ultra Rare,0.24,Duel Power
duel-power-yugioh,Harpie Dancer,Unlimited,Lightly Played,Ultra Rare,0.4,Duel Power
duel-power-yugioh,El Shaddoll Construct,1st Edition,Near Mint,Ultra Rare,0.32,Duel Power
duel-power-yugioh,"Shurit, Strategist of the Nekroz",Unlimited,Lightly Played,Ultra Rare,0.11,Duel Power
duel-power-yugioh,Predaplant Ophrys Scorpio,1st Edition,Damaged,Ultra Rare,0.13,Duel Power
duel-power-yugioh,Hot Red Dragon Archfiend Bane,1st Edition,Moderately Played,Ultra Rare,0.28,Duel Power
duel-power-yugioh,Thunder Dragon Thunderstormech,1st Edition,Moderately Played,Ultra Rare,0.22,Duel Power
duel-power-yugioh,Shaddoll Construct,Unlimited,Lightly Played,Ultra Rare,0.14,Duel Power
duel-power-yugioh,Odd-Eyes Pendulum Dragon,Limited,Heavily Played,Ultra Rare,0.01,Duel Power
duel-power-yugioh,Xyz Change Tactics,Unlimited,Moderately Played,Ultra Rare,0.13,Duel Power
duel-power-yugioh,Signal Warrior,Unlimited,Lightly Played,Ultra Rare,0.2,Duel Power
duel-power-yugioh,Lefty Driver,Unlimited,Moderately Played,Ultra Rare,0.04,Duel Power
duel-power-yugioh,Double Hero Attack,1st Edition,Heavily Played,Ultra Rare,0.03,Duel Power
duel-power-yugioh,Hieratic Dragon King of Atum,1st Edition,Damaged,Ultra Rare,0.09,Duel Power
duel-power-yugioh,Shining Draw,1st Edition,Heavily Played,Ultra Rare,0.1,Duel Power
duel-power-yugioh,Gouki The Great Ogre,1st Edition,Lightly Played,Ultra Rare,0.09,Duel Power
duel-power-yugioh,Stardust Wish,1st Edition,Heavily Played,Ultra Rare,0.05,Duel Power
duel-power-yugioh,Soul Pendulum,Unlimited,Near Mint,Ultra Rare,0.13,Duel Power
duel-power-yugioh,Silver Gadget,1st Edition,Moderately Played,Ultra Rare,0.04,Duel Power
duel-power-yugioh,Righty Driver,Unlimited,Moderately Played,Ultra Rare,0.06,Duel Power
duel-power-yugioh,Nekroz Kaleidoscope,1st Edition,Moderately Played,Ultra Rare,0.1,Duel Power
duel-power-yugioh,Cyberse Enchanter,1st Edition,Moderately Played,Ultra Rare,0.05,Duel Power
duel-power-yugioh,Nekroz Mirror,1st Edition,Lightly Played,Ultra Rare,0.07,Duel Power
duel-power-yugioh,Doublebyte Dragon,1st Edition,Lightly Played,Ultra Rare,0.14,Duel Power
duel-power-yugioh,Backup Supervisor,1st Edition,Lightly Played,Ultra Rare,0.15,Duel Power
duel-power-yugioh,Gold Gadget,Unlimited,Moderately Played,Ultra Rare,0.04,Duel Power
duel-power-yugioh,Nine-Tailed Fox,Unlimited,Lightly Played,Ultra Rare,0.11,Duel Power
duel-power-yugioh,Star Seraph Sovereignty,Unlimited,Near Mint,Ultra Rare,0.05,Duel Power
duel-power-yugioh,Decode Talker,Limited,Moderately Played,Ultra Rare,0.04,Duel Power
duel-power-yugioh,Hieratic Dragon of Tefnuit,1st Edition,Lightly Played,Ultra Rare,0.09,Duel Power
duel-power-yugioh,Performapal Smile Sorcerer,1st Edition,Lightly Played,Ultra Rare,0.1,Duel Power
duel-power-yugioh,Tactical Exchanger,Unlimited,Lightly Played,Ultra Rare,0.05,Duel Power
duel-power-yugioh,Decode Destruction,Unlimited,Lightly Played,Ultra Rare,0.08,Duel Power
flames-of-destruction-yugioh,Flames of Destruction Booster Box,Normal,Sealed,,84.99,Flames of Destruction
flames-of-destruction-yugioh,Infinite Impermanence,1st Edition,Damaged,Secret Rare,9.24,Flames of Destruction
flames-of-destruction-yugioh,Flames of Destruction - Special Edition,Normal,Sealed,,18.95,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Gryphon,1st Edition,Near Mint,Secret Rare,2.82,Flames of Destruction
flames-of-destruction-yugioh,Ghost Belle & Haunted Mansion,1st Edition,Damaged,Secret Rare,2.22,Flames of Destruction
flames-of-destruction-yugioh,World Legacy Succession,1st Edition,Heavily Played,Ultra Rare,2.0,Flames of Destruction
flames-of-destruction-yugioh,F.A. Dawn Dragster,Unlimited,Damaged,Rare,1.04,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Goblin,1st Edition,Damaged,Ultra Rare,1.99,Flames of Destruction
flames-of-destruction-yugioh,Flames of Destruction Booster Pack,Normal,Sealed,Common / Short Print,4.0,Flames of Destruction
flames-of-destruction-yugioh,Vampire Sucker,1st Edition,Heavily Played,Secret Rare,0.98,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Corruptor Iblee,1st Edition,Heavily Played,Secret Rare,1.0,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Unicorn,Unlimited,Moderately Played,Secret Rare,0.9,Flames of Destruction
flames-of-destruction-yugioh,Topologic Trisbaena,1st Edition,Near Mint,Secret Rare,0.94,Flames of Destruction
flames-of-destruction-yugioh,Network Trap Hole,Unlimited,Lightly Played,Ultra Rare,0.43,Flames of Destruction
flames-of-destruction-yugioh,Called by the Grave,Unlimited,Heavily Played,Common / Short Print,0.46,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Cerberus,1st Edition,Damaged,Super Rare,0.52,Flames of Destruction
flames-of-destruction-yugioh,Batteryman Solar,1st Edition,Heavily Played,Common / Short Print,0.23,Flames of Destruction
flames-of-destruction-yugioh,Altergeist Multifaker,Unlimited,Lightly Played,Ultra Rare,0.12,Flames of Destruction
flames-of-destruction-yugioh,Super Team Buddy Force Unite!,Unlimited,Lightly Played,Secret Rare,0.47,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Bella Madonna,Unlimited,Moderately Played,Ultra Rare,0.31,Flames of Destruction
flames-of-destruction-yugioh,Palace of the Elemental Lords,1st Edition,Heavily Played,Ultra Rare,0.3,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Molehu,Unlimited,Lightly Played,Ultra Rare,0.32,Flames of Destruction
